tradedate,newstitle,newslink,source,closeprice,sentimentscore,sentimentmagnitude,sentimentlabel,impact,category,mat_reason
2025-10-14,任天堂、直営オフィシャルストア「Nintendo FUKUOKA」を11月14日にオープン！九州では初の出店 - gamebiz【ゲームビズ】,https://news.google.com/rss/articles/CBMiREFVX3lxTE96VnR3XzljVkFHeUpfb3ZlNHJKX0pwaDZnTGxhSjNGRTgzT0hfTjB2cWllYmtqelNBemJBdWZ1Z1hYQXg2?oc=5,,12400.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-15,ニンテンドードリーム 25年12月号：パラノマサイト×都市伝説解体センター描き下ろしコラボ表紙！ 付録はスーパーマリオギャラクシー／カービィのエアライダー／ゼルダ無双 封印戦記ポスターも - Nintendo DREAM WEB,https://news.google.com/rss/articles/CBMiREFVX3lxTE9rZ3RuOF91Q3k2akYyWXFHZTN0UklIT3d1c3RyZlVjTGozRUdWaTJRb1JFTktjbm9QbEhGRWFTR1NUbGZY?oc=5,,12515.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-16,ミアレシティで紡がれる、人とポケモンの物語。『Pokémon LEGENDS Z-A』本日発売。 - Nintendo,https://news.google.com/rss/articles/CBMihgFBVV95cUxNcVJlLXZjbHpBZF93MVlwMHFhZ2YyanhybnVFczhfYjdlYUp4ZEFOVzNLc01iaG1NY2pmWEVMQTJtVVhhRjhadXFHY1hiYmNoSk1BNC05T2VGQVVSbEE4alBjLXZ2bkpuamctM29EZDEzVEhTNGszazJUUzR6SERnbG9OVk5tQQ?oc=5,,12150.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-16,Nintendo Switch『ARK: Survival Evolved』公式サーバー一部停止のお知らせ - spike-chunsoft.co.jp,https://news.google.com/rss/articles/CBMiV0FVX3lxTFBPZzRramhvakh6UGpvbkN1UlJvTWpXU1FPd1dybHQyS2lBbnh0NFk0V3JISHVSdExnYmdBbE4wRnRjNVFHdUU4S0Jtc2VFOW5zM2U2ckpUMA?oc=5,,12150.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-17,マイニンテンドーストアでの「Nintendo Switch 2」第2回招待の案内は10月20日 午後以降を予定！ - ninten-switch.com,https://news.google.com/rss/articles/CBMickFVX3lxTE1LNWNLRzJ4dDZNQ0c5U0R2ZlVxSTRjZ1ZydHJ3d1lfN0VhbXFSQm1Pa3RVN3QzVjZkVEY0cEdxdFJxX1JMc0VuN1lZSVZrSWZIOHlyRi1CeFZ6bXRJdW9kdmhPUUNzdFF3OGZXSDhvUWlQZw?oc=5,,12470.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-17,「Hello! インディー」文字で構成された世界を冒険する『文字遊戯』開発者インタビュー | トピックス - Nintendo,https://news.google.com/rss/articles/CBMihgFBVV95cUxPblkzSUpMVkZMTEJUekJOcE9GQW82SEdvUjBpZDVZQjdPYzZtNVZfNERyWHE2dnFibXV1T1dpLWN6cEIxa1oydEktczBnRjlEMTYtZFFGRlRrZF9aRFQ1Z25vM3Fxek80eUdVN2VoN3pla2JFWXpIV1l5MUhTRDgzU3Q0SFNuZw?oc=5,,12470.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-17,ニンテンドーeショップ新作ソフト情報 10/17（金）号。 - Nintendo,https://news.google.com/rss/articles/CBMihgFBVV95cUxORTZZNGN1aHFEY2hTYUtpOExaNlQxTzJvWmZ5Q1o1ekxyMWstQTY4OE1BejJUdmFLa3kzN1RUa2Mta1JjZEdoTVZ0Y293NHh1dUExTFctWlF3U0NucjdkZUpESENCMURITXlSdkFra1Z3NXdXX1F4SHo4OXNkY2ZJWVNiSjNSUQ?oc=5,,12470.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-17,「Nintendo Switch 2」ドックの代用品探しに苦労した話　ダイソーで失敗も、小型ハブが便利 - ITmedia Mobile - ITmedia,https://news.google.com/rss/articles/CBMiaEFVX3lxTE1VNkR5OHNwMHlyaVoyMDFBdW1zYk00SHFmXzJEbG5QMVVfSjVhVkJ3TnJqSk1Na3JKTmRqUlZfRUxOS3hsQVNWS0ZXQmdUWTlGVDVtMTF1dm5PZmhGWTBlT2FvNUdSanky0gFoQVVfeXFMTnpfNmc2a05FWEpZWlFuR1djYXVGc0RRemU5RDRrYWhpWFNZa0xVQzViNlRhTGpFRW1fckZnRjdlU0x6b3A2WlU2R1JVcTVDQWJWYWpyZDJVZHVvNnFFcklYRnl2TkJLMmM?oc=5,,12470.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-17,「Nintendo Switch 2」ドックの代用品探しに苦労した話　ダイソーで失敗も、小型ハブが便利 - ｄメニューニュース,https://news.google.com/rss/articles/CBMikgFBVV95cUxNVDk3RExxVjdyS01SMF9MblNiRXdPV3FMNGNtd0V0UFJEdlpoRlctUWY2bk52YmxneHdOSVpGTEE3dGV4MWVVb0xYaF9LbmtWMEFVTVJsWGtELUo5N19QeFFTYTZKWDFuZndfcDNhSG15bmh1MTk3WEhvYUNualZueWk0V3ptN2syeW1tM0pVdUJYQdIBlwFBVV95cUxQcjMxUDM5VXowa2xZcGNXd3ZJanVlM2ZRWjVWZUFmZ3A1SkJnc2E4aGx5MF9uYjdMQmhzUElNTXhOdHBlR1dBUE11eWhTb0J5cWtHOWVPZl8xZW5nNW5Pd1VqV3dUMkVXWlR0aG9VcUFHcnFyYXp5QXJTRmJvV1V5SmF6dXFNQ2ItQjBjbzgtcW02b1piRGtj?oc=5,,12470.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-17,「Nintendo Switch 2」ドックの代用品探しに苦労した話 ダイソーで失敗も、小型ハブが便利（ITmedia Mobile） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPN1BWRW9mcDl1ZjNlTHlOVXJQUl9XcThETFc4OUlFaXV6S3hMZmdkQVBWMHRyUkJPMi1iVFpYazd5ZjNKVkZLZEFEY3FiMGlSX3RRZ1lmajY1S1RSSC1FNUxOMGtoakZjbWxVUmFZelFnTDVITlU0RjN6Q3J2T1hxU3htN2g1YzN6?oc=5,,12470.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-17,任天堂ゲーム 9月発売タイトルリスト - Nintendo DREAM WEB,https://news.google.com/rss/articles/CBMiW0FVX3lxTE5jSERSQVZpbzJVYk16V2tEZU5GNW11aWtTWG9EZEcyV2h1aUxYV3dFR0s1eHZJREZzZFRNYXU2RzFoMzB1aWI2dDRJVUJidVJZSjFBb0E3cWUxcGs?oc=5,,12470.0,0.25,0.25,positive,0.0,unknown,nan
2025-10-20,特別なキャラクターフィギュアをゲットできる『ドンキーコング バナンザ DKアイランド＆エメラルドラッシュ』のゲーム内イベントを10月28日から開催。 - Nintendo,https://news.google.com/rss/articles/CBMihgFBVV95cUxOdjdQVWxkeno3WDVaaVdXRExtcWladUVtQjNRYmFhMkJjZHRUYllEVDJia1VWOGpfUkp3QW5BNHBWQU5kcnFWLWlCWXlrQjRWTk9uTG5XdzBpaTdnNk8zS0g0cWtiWU9xVGVFbjdTX1pFRTBjYmFIUC1yVWhWRUtXeUZOWHJPUQ?oc=5,,12865.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-20,「いっせいトライアル」週末限定で4週連続開催。週替わりでさまざまなタイトルをまるっとすべて遊べます。 - Nintendo,https://news.google.com/rss/articles/CBMihgFBVV95cUxQVE8zUVFnZGRkUTFNVzRiZEFOMnhoQUJrUjZJMlUzcmpQZnVUeDhYNmJTU1pRVlMyaWpXWWxXMGVGMEhnU3YyY2Z4dEROZnkzSVFCbmptQ0tlZUI3VHRpYURLMlVfbGZmMjBseWtFUzZIbi1Dd0x2SDQ5Y0xZdHE3aUZaQUg1dw?oc=5,,12865.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-20,「夜廻と深夜廻 for Nintendo Switch」がいっせいトライアルに11月7日より登場！「夜廻三」も含めた50％OFFセールも同時開催 - Gamer,https://news.google.com/rss/articles/CBMiVEFVX3lxTFBHVURsRWRZR2FzYmRCdmtfaFJpUTFaWlh1TFZiaHJOMHRJUk16RmJySk1pRmJPMjlWUndqbEFsM3JISWlSUU5kWl9ZZ2FfajNrcTFKRQ?oc=5,,12865.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-20,「夜廻と深夜廻 for Nintendo Switch」，11月7日から9日まで「いっせいトライアル」に登場 - 4Gamer.net,https://news.google.com/rss/articles/CBMiY0FVX3lxTE5kQzdIdXhMZTlnS3FXLWNqUE9icTdlY2tKOFRXMHFSTDJQeHRiYmtiaFhGa1FYc0pCa1l3azFLZTA1UXg4TXFIZG9tUzZHM3I0WVI2dkNVSFNmUEhSX2lqTEJKYw?oc=5,,12865.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-20,GodotエンジンがNintendo Switch 2に対応。Godot管理メンバーが立ち上げた家庭用機サポート企業W4 Gamesがモジュールを有償提供 - IndieGamesJp.dev,https://news.google.com/rss/articles/CBMiSEFVX3lxTE95MG9oaVJDRFkxMF9DZHNIc0FXajF2b2tGUGx3djBZTXZjamtJMVI5ako4YkdTTjhpcFhiWi1va0JIblIzUWFYQg?oc=5,,12865.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-20,Nintendo Switch™『テレネットふくぶくろ』2026年１月22日（木）発売決定！絶賛予約受付中！ - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFBraWQ2MHMxZm5oQjBWVTFkeFVId1RwOFFzRmw0M1FUOWtSMzJDckNsXzBOVkhIdnFQeUo1ak05NzdyaFowdmhjM1FybXRyX3o4V0R2Z0ZURjFQWk1EOWRlTHg5WVBrZVBNRGc?oc=5,,12865.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-20,Nintendo Switch『テレネットふくぶくろ』発表。“プレミア化”した『ぽっぷ'n まじっく』など、日本テレネットの隠れた名作6本をまとめて収録 - AUTOMATON,https://news.google.com/rss/articles/CBMiggFBVV95cUxQNkc3cDZrRzdHWFZhMWdxTUZFY0xIcnFFYThCSzB5cVhLejA4dmF6Um1aUkF6dlZpejdyekx5bmpHdW1ZQVA4TDhSaWRoX2tweEpCLWRJZjJtY1hHcUNqNWo3a28zMDhFTFFUWVZvWnRlRlFYTUd2QzZyeDVCSHl1R0hR?oc=5,,12865.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-20,任天堂純正品がタイムセールで22％オフ！ Nintendo Switch 2 カメラを買うなら今！ - ASCII.jp,https://news.google.com/rss/articles/CBMiVEFVX3lxTE1JNGlCbnJLV25CT0xFaGJiNmJQYi12dnRiNXBlVHRYT0NMWDA5ZEQtUjhoNFRoNC1jR0ZOeFJxbTZ4SzlBSnV1djRRYjJwQko0X052Rw?oc=5,,12865.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-20,【Nintendo Switch Online】いっせいトライアルが4週連続開催。『ホロウナイト』『夜廻と深夜廻』などが遊べる【10/24～】 - 電撃オンライン,https://news.google.com/rss/articles/CBMiWkFVX3lxTE5BWUJHdDVjMmVQM1NXQ1VKVWotZHQ2SEMyNW9EdE9ZSVNsSUIyZTJ0aW5BVzFSd2xpMzVIYnhJdWhQUHg0SGE2VGUxMXAydWF2NVh4R3R4d3ZUdw?oc=5,,12865.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-20,「Nintendo Switch 2」と「Pokémon LEGENDS Z-A Nintendo Switch 2 Edition」(ダウンロード版)セットの招待販売をAmazonで実施中 - ネタとぴ,https://news.google.com/rss/articles/CBMiUkFVX3lxTE0yV0FQM1RpY0pnaWZtRzM1VHVKWnRqX29tRlRVZWhGZzVDdzBUT05xbmpVekJaSWMzdGVpM3RNbmNCZ1FEQW5wNGl5dkJBWTZLYmc?oc=5,,12865.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-20,旧任天堂本社社屋の歴史的建築ホテル「丸福樓」内に「天ぷら まるふく」が11月1日（土）オープン - Nintendo DREAM WEB,https://news.google.com/rss/articles/CBMiVkFVX3lxTE5WZy1QemJNOGt0VERTcTZDUW16MVJEcG9NY2xSdFpvUUNZcXlqdWRiY0hNVXNWX1BRNVN3ckVwLVVNcHA5c3ZEeGlWemRMOVNucVZESVNR?oc=5,,12865.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-20,10月24日から4週連続開催！ Nintendo Switch Online加入者限定「いっせいトライアル」にて4タイトルが順次遊び放題に - Nintendo DREAM WEB,https://news.google.com/rss/articles/CBMiUkFVX3lxTE5RaHZ4WVM2STlQeEV5RzdWRV9JSC1MWjdRdTRwTVQzV2s2MC1OU0hSOTV6a25Ma3lKWDZjSlVxZGlRRS1RSll6aGVwZE8xNWFtd1E?oc=5,,12865.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-20,Nintendo Switch／Switch 2でネットワーク障害が発生中【※復旧情報追加】（PHILE WEB） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE1xWUJQU210YTc1ZXlQVlNXUWF0aXc5cWVya3VBeTRIdHhad1VPV0FmbFNHV2NpTkRUZXhqeFVwelRzWC04c0N3Wlh6Y2pfU2VrN2JtTzNLOXhnZFFQOFZQMUhzT29Rc3RmN2llTHVnSE9VTkNuVDJWLW9iMUpnb1k?oc=5,,12865.0,0.0,0.5,neutral,0.4,hardware,"The article discusses a network outage affecting the Nintendo Switch, which is Nintendo's primary hardware product. While outages are often resolved quickly, a widespread or prolonged outage could impact user experience and potentially sales, making it relevant and potentially impacting the stock price."
2025-10-20,Nintendo Switch／Switch 2でネットワーク障害が発生中【※復旧情報追加】 - PHILE WEB,https://news.google.com/rss/articles/CBMiZkFVX3lxTE5qNWhoVGxTMXhZSUhZbjB6V1JzejVTc2o5RUZqY2NVcUJqVHVaV2VydS1hbWhvN0pGTmt6aTJrUG9qMm9CRDJsUkFuMzNQNVBUWkhvOUxGdUE4Nk03LU1pcFFrZUtlUQ?oc=5,,12865.0,-0.625,0.4,negative,0.3,hardware,"Reports a network outage affecting Nintendo Switch and potentially its successor, which could impact user experience and online services, potentially affecting stock price due to negative user sentiment."
2025-10-20,任天堂がNintendo Switch 2を最大2500万台生産するよう製造業者に要請しているとの報道、アナリストの1760万台という予想を上回る - au Webポータル,https://news.google.com/rss/articles/CBMiekFVX3lxTE9xN0JyUjZtSkYxNnp0LWVpLXozYzVONGZydlNmd0FqTUtjZ2NNUEE2ZjF2dWVSc1Z3Mmd2WnNhWU1OQWR0czBlTjZyQXZwRDFFQWxlVUhuQWo5RGVyQXVBRUJWZzRkTEdZNk5XUTJTVGRLOXM1UTJGRTJ3?oc=5,,12865.0,0.875,0.7,positive,0.7,hardware,"The text discusses Nintendo's request to manufacturers to produce up to 25 million Nintendo Switch 2 units, which exceeds analyst expectations. This is a significant hardware development and impacts potential future revenue and investor sentiment. A higher than expected production order would likely move the stock."
2025-10-21,【電撃Nintendo】『ゼルダ無双 封印戦記』を特別付録＆巻頭特集でイチ押し！ 『カービィのエアライダー』など期待の新作情報も目白押し！ - 電撃オンライン,https://news.google.com/rss/articles/CBMiWkFVX3lxTE9FUHQ3em9Ea2xESFZoY0g2X2RVOG9ybFJEZ2JHTkhmY3hucFpkNUtJaVF4X0FCN0FkZ2MyRjJOaV94Qzl4OUxIaGloVzVpMlpzZm5HTTBrZkxGZw?oc=5,,13210.0,0.875,0.6,positive,0.3,product,"The text discusses a new Zelda Musou game, which is a Nintendo product. Positive reception of this game could slightly positively affect the stock."
2025-10-21,スマホプリンター用アプリ「instax mini Link™ for Nintendo Switch」のバージョンアップ版をリリース | 富士フイルム [日本] - Fujifilm [Global],https://news.google.com/rss/articles/CBMiWkFVX3lxTE1uSjVuQlVaX05PQWI5a0xhR00xM3BBdUxFTC1EYTBhb0VHUzZvNlA0Ti1YcHBtbEdYd1pYVWJtZnRqVXJPUHUwRnVtTnlkRmZTbnRaVHpvaTJTdw?oc=5,,13210.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-21,『メトロイドII RETURN OF SAMUS』の楽曲がNintendo Music（ニンテンドーミュージック）に追加 - 電ファミニコゲーマー,https://news.google.com/rss/articles/CBMiWEFVX3lxTFBZUE5td2FkcW40ZzRraHU0RVZwZmRQY2g2QnRXbjBhR3gxemtkZjF5aHRyY2xnVjVmQ252S3FNR0kyYzBPVEtoT1FFNzF6aGFiWlZMam5MdEM?oc=5,,13210.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-21,『ゼルダ無双 封印戦記』を特別付録と巻頭特集でイチ押しの『電撃Nintendo 2025年12月号』は、『カービィのエアライダー』など期待の新作がそろった特集も読みごたえ満点で本日10月21日発売！ - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTE1wdkZmYmZCZ2pmUVVtN09zRlhCT1ZpaUJOTjBYMGMzMHRuRi1MMW1yVFhiaTVPU3BYRzZNQ3M0c2hZQ0JRQk9qT1dNWHIyV3I0eE5icUdUOWtDYkozSlJiS2lYdFhER25NOUE?oc=5,,13210.0,0.5,0.3,positive,0.0,unknown,nan
2025-10-21,Nintendo Switch™用新作乙女ゲーム『ハンサムロンダリング -the mystic lover-』 2026年3月26日 発売決定！！ - PR TIMES,https://news.google.com/rss/articles/CBMiakFVX3lxTFBTclNmUG1CNHducGo1M21lenlfek1ocUZpQndYVTVMbHJ6Q0JwWmNWaEUwbDNGMXNfNHpwVDZObFk3VDNpU0JFMDBnUmxxMjlEdkNsN0lQMGxaQ3NObWVhMUlmM1JZa2o5Tmc?oc=5,,13210.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-21,任天堂がNintendo Switch 2を最大2500万台生産するよう製造業者に要請しているとの報道、アナリストの1760万台という予想を上回る - GIGAZINE,https://news.google.com/rss/articles/CBMieEFVX3lxTE5qc0p3blE3MnhUMS0tNFFWYjhZbzRJeEVWUERzNksxX2ZMNC1hS3lkZGxIc3hraEw3OEtmN3EzMWlNekZ6REI1WWlkS21rZ2c0Y1RzNEhNenhsV3hESl9RX2tiUEpZQlltSFRMVUJsaHlTNXJkM2JxWQ?oc=5,,13210.0,0.875,0.8,positive,0.7,hardware,"The text discusses reported production orders for the Nintendo Switch 2, Nintendo's next-generation hardware. Production volume is a key indicator for sales potential and would directly impact revenue and investor confidence. The reported figures exceeding analyst expectations further amplifies the potential impact on the stock price."
2025-10-22,任天堂直営ストア「Nintendo FUKUOKA」11月14日（金）オープン【九州初】（ファンファン福岡） - Yahoo!ニュース,https://news.google.com/rss/articles/CBMif0FVX3lxTE54UFF4bWstRThnMUxkdnY3cTJZQmpTT3p2NDBWUzhTaExZcERjTW9YdGVFdU5HWEJUQ3dyXzlNdGFWZzhZdXpMZXJ1OWViV1o5QmpPa2huVUpoWEZPeUhMS1IzMVhoS2RiNWdCa1NwU1FrU2k4cjhzcHdpU3VJY1U?oc=5,,13105.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-22,『ルイージマンション』ニンテンドー ゲームキューブ Nintendo Classicsに10月30日追加 - ファミ通,https://news.google.com/rss/articles/CBMiV0FVX3lxTE1HNzV6VkprZDZkTl9PTjRhcnFRaE9aUGxzTlBIWm5wUnNBTGJZcU9XaUZCUzZDNUFmenVuWERyLUpRRTZZdUhlOVB6emRCYmJ1aUVqdl92SdIBXEFVX3lxTE9STGg1b0VSbU4wa1Ixc01vMU80NE9fQks0V2JKeXJmLVR4d1J6Z1FYWmlMRTYyTjNPRmc1LTJQVE1pdTM2R2F4OTN3NFFDbWRFQ1FDS09zSmNTUXls?oc=5,,13105.0,0.0,0.5,neutral,0.0,unknown,nan
2025-10-22,『ルイージマンション』が「ニンテンドー ゲームキューブ Nintendo Classics」に追加 - 電ファミニコゲーマー,https://news.google.com/rss/articles/CBMiWEFVX3lxTE9jaW40UkFiYkRFUXJmSVg4VDhNNnlsendWcXMxOFZMQmFDdXZSem1ReXhPUkhKODVVcmJtMDUyMkVYc296TjMzYzJXOXQxVTd6Y1dlNFJMY2k?oc=5,,13105.0,0.0,0.5,neutral,0.0,unknown,nan
