fp,date,title,summary,source,url,sentimentscore,sentimentmagnitude,sentimentlabel,impact,category,mat_reason,cached_at
d1d302d399881852202813bbee281eff87364233,2025-10-03,任天堂「生成AIに関連して日本政府に働きかけをしている事実はない」と声明。生成AIの有無に関わらずIPの侵害には適切な対応をとる方針 - ファミ通,,,https://news.google.com/rss/articles/CBMiV0FVX3lxTE5XZ3J5MnRMdjNPWVlibTVKd1FOQTkwYUxZb2JrN1JkTGFSNGxOU1V4ZXl3MVBWbWxBWXF0ajFaZWlxQmNRSVBYUzJXZ3hmNHdhMEc2QlVlMNIBXEFVX3lxTE0ydHN2dDBqdDlPTFU1Q1g0bFloamhMZGNZREpuZ3FKbGJGUWJyWkhOMDlCRk9ueGRxY2FIaDJBaVAtZFpqcFdseUFnMkNmWGgxTWJ2aS1OaklGampu?oc=5,-0.1,0.3,neutral,,unknown,,2025-10-28 21:00:18
f8df94a675ca89a7fa34cccc864a904a5a6b9d0c,2025-10-06,「任天堂様」トレンド入り 「Switch 2」招待販売、案内開始で - ASCII.jp,,,https://news.google.com/rss/articles/CBMiVEFVX3lxTE8zUjd2MnVDWGhtWE5sNS1xZEVBQ1JUR3VDNVJkNHRGcjBoc1ljZktJR3JQY0NzbmQ0djFaWGU4ZnJmYkpoYURSU1c3NXNhZFdndW14TQ?oc=5,0.4,0.6,positive,0.7,hardware,"The article title references ""Switch 2"" and the start of invite-only sales, directly impacting Nintendo's hardware roadmap and future sales expectations. This is highly relevant to the stock.",2025-10-28 21:00:23
839c155652c15160ffd11cba28da7b28072babbf,2025-10-14,任天堂にサイバー攻撃か 新手のハッカー集団が犯行を主張 - ITmedia,,,https://news.google.com/rss/articles/CBMibEFVX3lxTE5hY0pHTHdGYkhpb1dqa3JHaEpqNkIwRHktM29lUktva0ZSTXJTbG53VkR4RnpnMldZOHFHd01uSGU0UmhBTzUyNG5PYnpadjdMUF9OZEVnclBweEZySXZranVLeWZhaFhEYzNIQQ?oc=5,0.0,0.5,neutral,0.6,legal,"The text discusses a potential cyber attack on Nintendo, claimed by a new hacking group. This could have a moderate impact on Nintendo's stock due to concerns about data security, potential financial losses related to the breach (e.g., remediation costs, fines), and reputational damage. While the severity of the attack is unknown, cyberattacks are taken seriously by investors.",2025-10-28 21:00:47
3688a6fa4a58f0f2abd5dc83f702efaf64a18f47,2025-10-14,任天堂直営オフィシャルストア、福岡店オープンの詳細を発表 国内4店舗目（中日スポーツ） - Yahoo!ニュース,,,https://news.google.com/rss/articles/CBMif0FVX3lxTE1mVERINnVRa1M3RVBNcUVFN0p3eE1qbE9vd0dYNUhCMFdmdjJQWkZxNFVtMTl3R21VU0U3Z1QtTkxGdEpJaXdnVll3MF8xZXhsaVh2c2VwV1owY2VzUGhQUzdkVzh6eUVYRHlzT1BSYlFIYUgwVWUtcEFLdDlPdGc?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:00:49
9c2a16294dfc4391622b1ed928aa518c33155abb,2025-10-14,任天堂、直営オフィシャルストア「Nintendo FUKUOKA」を11月14日にオープン！九州では初の出店 - gamebiz【ゲームビズ】,,,https://news.google.com/rss/articles/CBMiREFVX3lxTE96VnR3XzljVkFHeUpfb3ZlNHJKX0pwaDZnTGxhSjNGRTgzT0hfTjB2cWllYmtqelNBemJBdWZ1Z1hYQXg2?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:00:50
e0db51dff8a8af0647d0dcb4af495460884332d6,2025-10-15,任天堂スイッチ2専用「Pokémon Wind／Wave」2026年登場か 早くも次回作の噂 - CNET Japan,,,https://news.google.com/rss/articles/CBMiUkFVX3lxTE9URloxODQ0bjU2dHMzT3VxVGhKeXJRcERLNmtqdGF3UXNJaU44U0dPRHN6MERoR2lSdklMLWlrMW54S0VockM5UVpkNkJMZ3hOdmc?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:00:54
aae70531d2db6a98887f045d33c9bc3739bcc91c,2025-10-15,任天堂にサイバー攻撃情報、一部社外サーバー書き換えも「漏洩ない」 新手ハッカー集団か - 産経ニュース,,,https://news.google.com/rss/articles/CBMidkFVX3lxTE9EU3VoSkJudUhFSGptakxOVkxFZnZpZlRIX0g1bnBEU2FWemNFMkh6UWIzc0pFSi1xbExhTFlHYzYyLXNQZExoQzFtalRPOUxaMDVZTVlSSVJadk8yWHUxR0tmTlhsVzktTmxHUThjRTZpY0FIZVE?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:00:55
30c34bcb116f6f03362b469ca6f529d6a36cab7a,2025-10-15,ニンテンドードリーム 25年12月号：パラノマサイト×都市伝説解体センター描き下ろしコラボ表紙！ 付録はスーパーマリオギャラクシー／カービィのエアライダー／ゼルダ無双 封印戦記ポスターも - Nintendo DREAM WEB,,,https://news.google.com/rss/articles/CBMiREFVX3lxTE9rZ3RuOF91Q3k2akYyWXFHZTN0UklIT3d1c3RyZlVjTGozRUdWaTJRb1JFTktjbm9QbEhGRWFTR1NUbGZY?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:00:57
8b4f1bf0d4a6d912ea3c25767d0b9842c8b69a46,2025-10-16,Microsoft、Xboxの携帯型「Ally」発売 ソニーGと任天堂に対抗 - 日本経済新聞,,,https://news.google.com/rss/articles/CBMibEFVX3lxTFBIUk0ycVppc2RSWmRXSjdXeGhGSzh0d0REOHJmOEpGU2RUQm9mVTB2aHFPT05QbGlDOVNxQ3VkX1hnM0c2UEpsdE8zdF9aN1VjYjBPWEYtZ3ZlTUlUVU14MF9VQzRLZ0NTSVBYSw?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:00:58
61355b49c967aabad02255a7eec8e0604d54b8f0,2025-10-16,任天堂のサイバー攻撃 被害報道-社外サーバーの一部書き換えを確認、個人情報・機密情報の漏洩は否定 - 合同会社ロケットボーイズ,,,https://news.google.com/rss/articles/CBMi7gFBVV95cUxNSHZydVRzUzZPYXpnNUlBbEIzaFVmbU1kMjFMenBvMm1IYkNMYnVXVzdpc0piMUhxVHZwNWNFQ05tdi10ZEVIdmtLOVFXYnU3dldaTUVfUjlLdkdpNkNDQU5SZXRmTk5YUXZwVXZNQzhLOTAtZnBDR00zbTA4QVNwdndpRDZYUUNxakJGN2hlUlBKSGtMR2NZV2JvLU5wenR2cF9LMDA3VVFPd0twTVJ2MDVkVTl1RlV2MTdWWnVsX1E5Y0JRaXlBbkZ2VGtPREp3MjBIeUJ4cWM5NUd3cldFdzNnUmdPelo2dUdDVjFR?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:01:00
b86dc5083463af69cc301e4d640d64296be28a29,2025-10-16,ミアレシティで紡がれる、人とポケモンの物語。『Pokémon LEGENDS Z-A』本日発売。 - Nintendo,,,https://news.google.com/rss/articles/CBMihgFBVV95cUxNcVJlLXZjbHpBZF93MVlwMHFhZ2YyanhybnVFczhfYjdlYUp4ZEFOVzNLc01iaG1NY2pmWEVMQTJtVVhhRjhadXFHY1hiYmNoSk1BNC05T2VGQVVSbEE4alBjLXZ2bkpuamctM29EZDEzVEhTNGszazJUUzR6SERnbG9OVk5tQQ?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:01:01
dbe0847b1b61756579a5e3e76e52e766ec9190fa,2025-10-16,任天堂にサイバー攻撃か、同社は情報漏洩を否定しつつ被害を一部認める - Game*Spark,,,https://news.google.com/rss/articles/CBMiZkFVX3lxTFBYbGYwUUxXMWRlNFYwOHdnbDZvSW1RZzktaGtBX2h4bzBsNmpXV2FVMlNtUmpaMnZpbkZJcWZfOXNpcG9mT0FIMzdhYkY4eXJQd3JST2Rjc29xV2ZuQkhVRTVMLWR1QQ?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:01:03
a135615a0d342e28c8beda5bfcffdfa113079e39,2025-10-16,《新品》amiibo ちびロボ！ 【ちびロボ】 任天堂株式会社 on X: - Beauty HUB,,,https://news.google.com/rss/articles/CBMiUkFVX3lxTFBOM0tXQ21pTk5zaG9Za1ExMVd6cHdtQ0pLWi1Ub25MRXk5clhaaUhrRkk2N0c1MDFEQjEyWjVBZHJ6Y2VjVldxWDN3Zi1Oa250M1E?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:01:04
4a8ef0d6e7e66571ed52e94c44742394514a43bf,2025-10-16,Nintendo Switch『ARK: Survival Evolved』公式サーバー一部停止のお知らせ - spike-chunsoft.co.jp,,,https://news.google.com/rss/articles/CBMiV0FVX3lxTFBPZzRramhvakh6UGpvbkN1UlJvTWpXU1FPd1dybHQyS2lBbnh0NFk0V3JISHVSdExnYmdBbE4wRnRjNVFHdUU4S0Jtc2VFOW5zM2U2ckpUMA?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:01:06
c6b6a08238325abfafd55d982a813a5b8b2cea36,2025-10-17,マイニンテンドーストアでの「Nintendo Switch 2」第2回招待の案内は10月20日 午後以降を予定！ - ninten-switch.com,,,https://news.google.com/rss/articles/CBMickFVX3lxTE1LNWNLRzJ4dDZNQ0c5U0R2ZlVxSTRjZ1ZydHJ3d1lfN0VhbXFSQm1Pa3RVN3QzVjZkVEY0cEdxdFJxX1JMc0VuN1lZSVZrSWZIOHlyRi1CeFZ6bXRJdW9kdmhPUUNzdFF3OGZXSDhvUWlQZw?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:01:07
61cd38c5c3269e43984bf5c860dacec380a74cf7,2025-10-17,任天堂､来年3月末までに最大2500万台のスイッチ2生産計画-関係者 - Bloomberg - Bloomberg.co.jp,,,https://news.google.com/rss/articles/CBMidkFVX3lxTFBvNlhaUTFSVDlLem9Bd0g0Ry1ObDhJTWpkRjB4NUVFZWxYSFlZWHBjVUVEbGgyYkUxVDAtNE1EOVZkalZfV2xUeGdDcVdIRV9OdUMtMFZ3SThhLWF2Sk1rR1d5WmI2dXZjWndMR3NGcXprTDVMaUE?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:01:09
4cc526a610916467e570ecea158d0c20762c322c,2025-10-17,任天堂､来年3月末までに最大2500万台のスイッチ2生産計画-関係者 - TBS NEWS DIG,,,https://news.google.com/rss/articles/CBMiZ0FVX3lxTE9VVGZJVzYwZ0hLVGlMd2RSRFg0NTBsWlFtNGpHdFc3NHNJVDk2SEVpUUg4RFpBZW5iQzY2eE1lU0dtTXc2dFNaSFJLRkhXOEpfNnpBMnVfdnRjbng5MWRVZ1VfTFdUejg?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:01:10
43b9b34de829a749b8e065bf561860889206aaa7,2025-10-17,任天堂－急伸 最大2500万台のスイッチ2生産を計画と伝わる(トレーダーズ・ウェブ) - Yahoo!ファイナンス,,,https://news.google.com/rss/articles/CBMihwFBVV95cUxPTXV1VWxlLWFpWnRCeFo1U0JSNkNTZlJZRThmLTFBRHZZcDlucGFZVXdseHdzVElRWGtPcWQ4LXlTb0RQVjV1ZVY1ZTVBa0xvRTU1RU9ESWhvVXZva3k0bUVSLUJtZG9mbkJpR1lHRlBJUXRkZlVsamh6LW1NUUJ4N01XUmJpQ1E?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:01:12
1d57fd4e469544e6eed5b9cc7e3e2d77ee872a6a,2025-10-17,「Hello! インディー」文字で構成された世界を冒険する『文字遊戯』開発者インタビュー | トピックス - Nintendo,,,https://news.google.com/rss/articles/CBMihgFBVV95cUxPblkzSUpMVkZMTEJUekJOcE9GQW82SEdvUjBpZDVZQjdPYzZtNVZfNERyWHE2dnFibXV1T1dpLWN6cEIxa1oydEktczBnRjlEMTYtZFFGRlRrZF9aRFQ1Z25vM3Fxek80eUdVN2VoN3pla2JFWXpIV1l5MUhTRDgzU3Q0SFNuZw?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:01:13
1635fa0e0b00ed77ba744e8f53b0bf019deaed01,2025-10-17,ニンテンドーeショップ新作ソフト情報 10/17（金）号。 - Nintendo,,,https://news.google.com/rss/articles/CBMihgFBVV95cUxORTZZNGN1aHFEY2hTYUtpOExaNlQxTzJvWmZ5Q1o1ekxyMWstQTY4OE1BejJUdmFLa3kzN1RUa2Mta1JjZEdoTVZ0Y293NHh1dUExTFctWlF3U0NucjdkZUpESENCMURITXlSdkFra1Z3NXdXX1F4SHo4OXNkY2ZJWVNiSjNSUQ?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:01:15
609def49f28542ecadc139bb2a368d299d1ed08f,2025-10-17,任天堂、次世代スイッチ2の初年度生産目標を過去最高の2500万台に設定―ブルームバーグ報道 執筆 - Investing.com - FX | 株式市場 | ファイナンス | 金融ニュース,,,https://news.google.com/rss/articles/CBMicEFVX3lxTFBOWHdqQ2JUU3hmVjg2ZnNndjM5N2J2cTlzbzl0SzF6OFYzR1FTcTVaZHZnTkVHMHdYaHBueTUxVE41X2FHcmtOSUNjMmhXSjNHRFgyUkFhQ0EzbUhTcEhpRGlLbVZmOFRZam9ZOXFMY08?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:01:16
42ec3f7ca61103d404a4d167517a26e934bc78e6,2025-10-17,任天堂が持ち直す、「スイッチ２」最大２５００万台の生産計画と伝わる(みんかぶ) - Yahoo!ファイナンス,,,https://news.google.com/rss/articles/CBMihwFBVV95cUxNcHRzREFSXzJQT1pDM2E3WS1BVFF4V1hwMFZaUU9VRUo2R2lsNWxfbmtGNlVUM1RmTG1JeGhvQVZiaFM4aVZneEJzOTJ0by1sQkh1X191UEp2SGF0X1d4d2k5LTQ2T2lPcXJjRnNjUUhXWFRxNktncG4yQmkwcHVmRWNHQ0txMDQ?oc=5,0.6,0.7,positive,0.7,hardware,"The text discusses Nintendo's potential production plans for a new console (Switch 2). A production plan of 25 million units is a significant number, suggesting a major product launch. This has a high potential to move the stock due to its implications for future revenue and market position.",2025-10-28 21:01:21
1cae0ee3ccba0e5d52cf7a60cfa85726689fadb9,2025-10-17,【材料】 任天堂が持ち直す、「スイッチ２」最大２５００万台の生産計画と伝わる - かぶたん,,,https://news.google.com/rss/articles/CBMiYEFVX3lxTE14ZGhETUhhc05VRDJ1U2JEcXl5Y1ktb2JxQy05TzJKZnBIUHFXUE5razdCUGdVY294ZzZVMzMyLWU2OVhVUVlKRWQ4Nk0wMDB3a0lKQm85bnRLaW1mVmR1UQ?oc=5,0.6,0.7,positive,0.7,hardware,"The text discusses a reported production plan for the 'Switch 2', Nintendo's next-generation hardware. A production plan of up to 25 million units would have a significant impact on Nintendo's revenue and future earnings if accurate. This is a material piece of information for investors.",2025-10-28 21:01:25
80a6480823583fdc1965e7ee647344a46b330a5c,2025-10-17,任天堂の株価反発 米報道「Switch2、最大2500万台規模生産」 - 日本経済新聞,,,https://news.google.com/rss/articles/CBMibEFVX3lxTE9ZUG91a09kbXgtLUZrU093TklWTnpETU1yaVVITzltX3lTNVMzQTkxcnVyM294RUQ3Znh4aFBBMW5RbU9nVk0tYlF1cm5DVTZiX0p4VE1KTGo4NU1WenZZaTdmTjF5UzNiaUFjWA?oc=5,0.6,0.7,positive,0.7,hardware,"The article discusses a report about Nintendo's plans for Switch 2 production, suggesting a large initial manufacturing volume. This is directly related to Nintendo's hardware roadmap and could significantly impact investor sentiment regarding the company's future performance and market share.",2025-10-28 21:01:28
370ec5a8b849bd4904b078fcdcfc378048211b49,2025-10-17,任天堂の株価反発 米報道「Switch2、最大2500万台規模生産」 - 日本経済新聞,,,https://news.google.com/rss/articles/CBMiogFBVV95cUxPMDRvQ2xIWjFFYkppSXdZa0xlZG1scF9FSzlMMV92U3JvREFJekl1WVlGRlQwLVZoZVoxUm5VWFZicmNhY0s3RGlYakhGaDBXZFVRbmZpYS0xcTVzZFFLYTNLMHdNWnExUHp1ZjRFeHMwU1lBMTJxOHQwTFZfU3R3ZTJWUlN5N3Vqa3dwcnNMaTZpbFp5WWQyV1ZSRmljcm5Ydmc?oc=5,0.6,0.7,positive,0.7,hardware,"The article directly discusses Nintendo's stock and production estimates for the Switch 2. A production estimate of 25 million units for a new console is material to Nintendo's future revenue and profitability, and can move the stock.",2025-10-28 21:01:31
b43d181b1536b65b62d7e29d33d4df150779d9f8,2025-10-17,【株式】任天堂がしっかり Switch 2を2026年3月末までに最大2500万台生産する計画との報道に関心(gamebiz) - Yahoo!ファイナンス,,,https://news.google.com/rss/articles/CBMihwFBVV95cUxORDdsSm1rbVVRSzJia1Y4U250SGJFYkJPMjVYR2E2SmdjbkZwUVRmRURWbklvTTF3R1NpMnhIUFZuRkM0eTFlTmh5WF9VcExQUHBXNHFOd1BGQ1hDNmFFcWViMEZ4S1VUMFJadXlzbFlyazRKUjY5UldMZXEtMm4yUnJCTlZZR3M?oc=5,0.4,0.6,positive,0.7,hardware,"The news reports on Nintendo's production plans for the Switch 2, a new hardware product. A production target of up to 25 million units has the potential to move the stock because it provides insight into future sales expectations and market demand. The timeframe (by March 2026) is concrete and contributes to the impact score.",2025-10-28 21:01:39
88e6cd2cf3e1529ab6293628a8f8e1019c035883,2025-10-17,【株式】任天堂がしっかり Switch 2を2026年3月末までに最大2500万台生産する計画との報道に関心 - gamebiz【ゲームビズ】,,,https://news.google.com/rss/articles/CBMiREFVX3lxTE80ZlR0WUd6RjA0enNWTlQtNjZFZnRoQWVsbU1mU19yU3U1b3lPbGEzcWU0WHFDeV9OMllCeE5ERm5SbDZF?oc=5,0.4,0.6,positive,0.6,hardware,"The news discusses the production plans for the Switch 2, Nintendo's next-generation hardware. This is a significant development that could impact investor sentiment and potentially move the stock price. The scale of the reported production volume (up to 25 million units) is also material.",2025-10-28 21:01:46
7b6dbe72c7fb131d535feef6ed8657e7a1866d7f,2025-10-17,「Nintendo Switch 2」ドックの代用品探しに苦労した話　ダイソーで失敗も、小型ハブが便利 - ｄメニューニュース,,,https://news.google.com/rss/articles/CBMikgFBVV95cUxNVDk3RExxVjdyS01SMF9MblNiRXdPV3FMNGNtd0V0UFJEdlpoRlctUWY2bk52YmxneHdOSVpGTEE3dGV4MWVVb0xYaF9LbmtWMEFVTVJsWGtELUo5N19QeFFTYTZKWDFuZndfcDNhSG15bmh1MTk3WEhvYUNualZueWk0V3ptN2syeW1tM0pVdUJYQdIBlwFBVV95cUxQcjMxUDM5VXowa2xZcGNXd3ZJanVlM2ZRWjVWZUFmZ3A1SkJnc2E4aGx5MF9uYjdMQmhzUElNTXhOdHBlR1dBUE11eWhTb0J5cWtHOWVPZl8xZW5nNW5Pd1VqV3dUMkVXWlR0aG9VcUFHcnFyYXp5QXJTRmJvV1V5SmF6dXFNQ2ItQjBjbzgtcW02b1piRGtj?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:02:03
ea886a129558e9c116bac86e250f3cb1ce9e369f,2025-10-17,「Nintendo Switch 2」ドックの代用品探しに苦労した話 ダイソーで失敗も、小型ハブが便利（ITmedia Mobile） - Yahoo!ニュース,,,https://news.google.com/rss/articles/CBMiiAFBVV95cUxPN1BWRW9mcDl1ZjNlTHlOVXJQUl9XcThETFc4OUlFaXV6S3hMZmdkQVBWMHRyUkJPMi1iVFpYazd5ZjNKVkZLZEFEY3FiMGlSX3RRZ1lmajY1S1RSSC1FNUxOMGtoakZjbWxVUmFZelFnTDVITlU0RjN6Q3J2T1hxU3htN2g1YzN6?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:02:04
939775bdb9f4af6fa7255030d414732edae922d4,2025-10-17,【ゲームエンタメ株前場(10/17)】全体売り優勢続く Switch2増産報道で任天堂反発、メガチップスやホシデンにも物色(gamebiz) - Yahoo!ファイナンス,,,https://news.google.com/rss/articles/CBMihwFBVV95cUxOZHZ6UmxSOG9TTDdlYm9ITGRvcGY3ZVA3N3FUNlp3cjZCZlNBSXJhUWk1WFZWV0dXRmtvcGZiRXVhd0VNVGlFTVJpbW5VNTlScU1wTkZMODNTbFl6RnBwMUxQR1F2MTYtQVg4aElPQjVLVjJrQzFDakhpRzNCeDh1eUl3X1RNVXc?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:02:06
24645dd96dc69e0ad04fd41753bbef4da6412012,2025-10-17,任天堂が大幅反発､｢スイッチ2の販売台数2000万台超｣報道 - 四季報オンライン,,,https://news.google.com/rss/articles/CBMiV0FVX3lxTFBiTGFpX3VjYS00b3E2TUlzQkF0Z2hpRkZxdVhuZi1FSHRtMmlPeFZoZmZRRFNUX1MwanMxcTlzUl9hUDFEUGpqMzJkSEEwQmtyNHVvMGxqSQ?oc=5,0.0,0.5,neutral,,unknown,,2025-10-28 21:02:07
